-41.613571166992	-41.578681945801	-41.594318389893	-41.581069946289	-41.570018768311	-41.577384948730	-41.609390258789	-41.578437805176	-41.577239990234	-41.634140014648	-41.622524261475	-41.628574371338	-41.653533935547	-41.649967193604	-41.634204864502	-41.633876800537	-41.676933288574	-41.724792480469	-41.692714691162	-41.731044769287	-41.720386505127	-41.745132446289	-41.663623809814	-41.639080047607	-41.766036987305	-41.816589355469	-41.828945159912	-41.810932159424	-41.608894348145	-41.613685607910	-41.534904479980	-41.705142974854	-41.492561340332	-42.224925994873	-41.745872497559	-41.822238922119	-42.105873107910	-41.991588592529	-41.729999542236	-42.080844879150	-41.952838897705
-41.593975067139	-41.557167053223	-41.596614837646	-41.594089508057	-41.572624206543	-41.583854675293	-41.598663330078	-41.589164733887	-41.582088470459	-41.649971008301	-41.656383514404	-41.633556365967	-41.613040924072	-41.618640899658	-41.643081665039	-41.613304138184	-41.654739379883	-41.748710632324	-41.703636169434	-41.733448028564	-41.705997467041	-41.685749053955	-41.790451049805	-41.625381469727	-41.677669525146	-41.764205932617	-41.764488220215	-41.543994903564	-41.723781585693	-41.670658111572	-41.598762512207	-41.696945190430	-41.786647796631	-42.142768859863	-42.116504669189	-42.039329528809	-41.667449951172	-41.886478424072	-41.619430541992	-41.824153900146	-41.658248901367
-41.599777221680	-41.598861694336	-41.594760894775	-41.592514038086	-41.578697204590	-41.593502044678	-41.576923370361	-41.576786041260	-41.587753295898	-41.663192749023	-41.649158477783	-41.652957916260	-41.654243469238	-41.651062011719	-41.648628234863	-41.606628417969	-41.632919311523	-41.753093719482	-41.718257904053	-41.692871093750	-41.728630065918	-41.707820892334	-41.687732696533	-41.782505035400	-41.629371643066	-41.726821899414	-41.883022308350	-41.595481872559	-41.650848388672	-41.621490478516	-41.796585083008	-41.771331787109	-41.670516967773	-42.208469390869	-42.170333862305	-41.703662872314	-41.761291503906	-41.716812133789	-42.027484893799	-42.352710723877	-42.043533325195
-41.595649719238	-41.584575653076	-41.588336944580	-41.590911865234	-41.567783355713	-41.575634002686	-41.590595245361	-41.578018188477	-41.568679809570	-41.653812408447	-41.643646240234	-41.650398254395	-41.632652282715	-41.643257141113	-41.627708435059	-41.634464263916	-41.634510040283	-41.674701690674	-41.703895568848	-41.725677490234	-41.746627807617	-41.608867645264	-41.661483764648	-41.828392028809	-41.673469543457	-41.627346038818	-41.681571960449	-41.769386291504	-41.799346923828	-41.850006103516	-41.632415771484	-41.716262817383	-41.683052062988	-41.706897735596	-42.356094360352	-41.901226043701	-42.067268371582	-41.944362640381	-41.601982116699	-41.831176757812	-42.306663513184
-41.586822509766	-41.591995239258	-41.587970733643	-41.593044281006	-41.588180541992	-41.585956573486	-41.603736877441	-41.598110198975	-41.595710754395	-41.653812408447	-41.649288177490	-41.654655456543	-41.632671356201	-41.660442352295	-41.659263610840	-41.646881103516	-41.622097015381	-41.719669342041	-41.711391448975	-41.726394653320	-41.722969055176	-41.636863708496	-41.767410278320	-41.664615631104	-41.630405426025	-41.699211120605	-41.770156860352	-41.779651641846	-41.732334136963	-41.700141906738	-41.609828948975	-41.951293945312	-41.786754608154	-42.068965911865	-42.124034881592	-42.074100494385	-41.898769378662	-42.244174957275	-42.044876098633	-41.871639251709	-41.607940673828
-41.611549377441	-41.579891204834	-41.593112945557	-41.572521209717	-41.586193084717	-41.581245422363	-41.573707580566	-41.569419860840	-41.588226318359	-41.660686492920	-41.656280517578	-41.657470703125	-41.654514312744	-41.643817901611	-41.633808135986	-41.642013549805	-41.641571044922	-41.738170623779	-41.713863372803	-41.689105987549	-41.795902252197	-41.676765441895	-41.598796844482	-41.712455749512	-41.715656280518	-41.688217163086	-41.583297729492	-41.770629882812	-41.667549133301	-41.760257720947	-41.695392608643	-41.930797576904	-41.681419372559	-42.115005493164	-41.825374603271	-42.093330383301	-41.293823242187	-41.782188415527	-41.648914337158	-41.241989135742	-42.737621307373
-41.588584899902	-41.610374450684	-41.589824676514	-41.588092803955	-41.581844329834	-41.589431762695	-41.586334228516	-41.588027954102	-41.588668823242	-41.649009704590	-41.630199432373	-41.649505615234	-41.654132843018	-41.638702392578	-41.622222900391	-41.617633819580	-41.677227020264	-41.701847076416	-41.725524902344	-41.712718963623	-41.687183380127	-41.751918792725	-41.699798583984	-41.654449462891	-41.727031707764	-41.815277099609	-41.616645812988	-41.725532531738	-41.621757507324	-41.553642272949	-41.862045288086	-41.796424865723	-41.707115173340	-41.723804473877	-41.337028503418	-41.938259124756	-41.937808990479	-42.152545928955	-41.597282409668	-41.360668182373	-41.526218414307
-41.589447021484	-41.588691711426	-41.597797393799	-41.593933105469	-41.571731567383	-41.597217559814	-41.569389343262	-41.589195251465	-41.574054718018	-41.655689239502	-41.657638549805	-41.626544952393	-41.649768829346	-41.660835266113	-41.636718750000	-41.652507781982	-41.648258209229	-41.741882324219	-41.698184967041	-41.684871673584	-41.747131347656	-41.722663879395	-41.731998443604	-41.753444671631	-41.709075927734	-41.675777435303	-41.662689208984	-41.754184722900	-41.844375610352	-41.674217224121	-41.689430236816	-41.516101837158	-41.672542572021	-41.642257690430	-42.093803405762	-41.751472473145	-42.311832427979	-41.561054229736	-41.692947387695	-41.857856750488	-41.638240814209
-41.582366943359	-41.592109680176	-41.604095458984	-41.598613739014	-41.582817077637	-41.572486877441	-41.592658996582	-41.591140747070	-41.594100952148	-41.637645721436	-41.651676177979	-41.634151458740	-41.647609710693	-41.644512176514	-41.624565124512	-41.643657684326	-41.710704803467	-41.714942932129	-41.752090454102	-41.686096191406	-41.692268371582	-41.748477935791	-41.704212188721	-41.664394378662	-41.646301269531	-41.668834686279	-41.935958862305	-41.674617767334	-41.705162048340	-41.556152343750	-41.752346038818	-41.619663238525	-41.742565155029	-41.881076812744	-41.604709625244	-42.172172546387	-41.669055938721	-41.855510711670	-41.681999206543	-41.974937438965	-41.539783477783
-41.588188171387	-41.593826293945	-41.611942291260	-41.600406646729	-41.583614349365	-41.600128173828	-41.587844848633	-41.587409973145	-41.586853027344	-41.639167785645	-41.629131317139	-41.630870819092	-41.638690948486	-41.653720855713	-41.606986999512	-41.676940917969	-41.653076171875	-41.736255645752	-41.744750976562	-41.680149078369	-41.709506988525	-41.711769104004	-41.701343536377	-41.689186096191	-41.731723785400	-41.752227783203	-41.821880340576	-41.736812591553	-41.784534454346	-41.722042083740	-41.712116241455	-41.482864379883	-41.485958099365	-42.095283508301	-41.987434387207	-42.043239593506	-41.858600616455	-41.343669891357	-41.878402709961	-42.134777069092	-42.722167968750
